938273.3 0.0 0.0 0.0 0.0 927976.0 0.0 0.0 0.0 0.0 586747.3 0.0 0.0 0.0 0.0 151035.0 0.0 0.0 0.0 0.0 258691.3 0.0 0.0 0.0 0.0 131461.3 0.0 0.0 0.0 0.0 150129.3 0.0 0.0 0.0 0.0
161922.7 5122.7 0.0 0.0 0.0 111014.7 4138.3 0.0 0.0 0.0 39211.0 1530.7 0.0 0.0 0.0 6848.3 331.3 0.0 0.0 0.0 6885.0 197.3 0.0 0.0 0.0 1987.7 0.3 0.0 0.0 0.0 788.3 0.0 0.0 0.0 0.0
17934.0 3879.0 977.0 0.0 0.0 13816.0 3153.3 743.0 0.0 0.0 5814.7 1110.0 177.0 0.0 0.0 1097.7 124.3 3.0 0.0 0.0 1097.0 13.7 0.0 0.0 0.0 201.3 0.0 0.0 0.0 0.0 28.7 0.0 0.0 0.0 0.0
2406.7 820.3 521.3 67.0 0.0 2039.3 635.0 295.7 27.7 0.0 830.0 185.3 46.7 5.0 0.0 149.7 4.3 0.0 0.0 0.0 103.7 0.0 0.0 0.0 0.0 1.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3439.3 1593.3 1186.7 318.3 461.7 3053.3 1108.3 681.3 149.3 168.7 1107.0 200.0 49.7 2.0 0.0 135.7 0.0 0.0 0.0 0.0 68.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
897266.3 0.0 0.0 0.0 0.0 821818.7 0.0 0.0 0.0 0.0 476680.0 0.0 0.0 0.0 0.0 122098.3 0.0 0.0 0.0 0.0 217558.0 0.0 0.0 0.0 0.0 134480.0 0.0 0.0 0.0 0.0 246476.0 0.0 0.0 0.0 0.0
109366.7 4132.0 0.0 0.0 0.0 99549.7 2907.7 0.0 0.0 0.0 53848.3 1716.7 0.0 0.0 0.0 13277.0 515.7 0.0 0.0 0.0 18636.7 905.0 0.0 0.0 0.0 7698.0 405.3 0.0 0.0 0.0 8183.0 219.7 0.0 0.0 0.0
13510.7 3256.0 696.0 0.0 0.0 11405.3 2052.7 497.7 0.0 0.0 5890.0 1299.7 367.3 0.0 0.0 1631.7 498.7 113.3 0.0 0.0 2622.0 715.3 134.0 0.0 0.0 1473.3 203.7 13.0 0.0 0.0 1457.7 13.0 0.0 0.0 0.0
2059.7 613.0 324.3 29.0 0.0 1370.7 405.7 232.0 27.3 0.0 792.3 265.0 181.7 25.3 0.0 260.3 123.0 67.7 4.0 0.0 450.7 138.7 36.3 4.0 0.0 198.7 7.3 0.0 0.0 0.0 103.3 0.0 0.0 0.0 0.0
2920.7 1078.0 635.7 151.3 175.0 1758.3 813.3 595.0 191.0 318.7 1195.0 611.3 402.7 113.7 119.3 410.7 184.0 91.7 14.0 9.3 622.0 132.0 35.0 3.0 0.0 237.7 5.0 0.0 0.0 0.0 57.7 0.0 0.0 0.0 0.0
