1285878.0 0.0 0.0 0.0 0.0 1289541.0 0.0 0.0 0.0 0.0 851741.0 0.0 0.0 0.0 0.0 229290.0 0.0 0.0 0.0 0.0 419563.0 0.0 0.0 0.0 0.0 216706.0 0.0 0.0 0.0 0.0 250377.0 0.0 0.0 0.0 0.0
227111.0 6224.0 0.0 0.0 0.0 154802.0 5004.0 0.0 0.0 0.0 55098.0 1920.0 0.0 0.0 0.0 10327.0 417.0 0.0 0.0 0.0 10537.0 263.0 0.0 0.0 0.0 3117.0 3.0 0.0 0.0 0.0 1296.0 0.0 0.0 0.0 0.0
24552.0 4560.0 1127.0 0.0 0.0 18467.0 3719.0 853.0 0.0 0.0 7866.0 1312.0 206.0 0.0 0.0 1622.0 150.0 3.0 0.0 0.0 1679.0 21.0 0.0 0.0 0.0 301.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0
3158.0 970.0 601.0 78.0 0.0 2647.0 725.0 348.0 31.0 0.0 1110.0 219.0 62.0 6.0 0.0 222.0 6.0 0.0 0.0 0.0 158.0 0.0 0.0 0.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4533.0 1857.0 1380.0 361.0 556.0 3941.0 1279.0 769.0 169.0 189.0 1427.0 240.0 57.0 5.0 0.0 193.0 0.0 0.0 0.0 0.0 99.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1247078.0 0.0 0.0 0.0 0.0 1148701.0 0.0 0.0 0.0 0.0 683640.0 0.0 0.0 0.0 0.0 181998.0 0.0 0.0 0.0 0.0 339047.0 0.0 0.0 0.0 0.0 213237.0 0.0 0.0 0.0 0.0 398007.0 0.0 0.0 0.0 0.0
153832.0 5043.0 0.0 0.0 0.0 137471.0 3582.0 0.0 0.0 0.0 75010.0 2119.0 0.0 0.0 0.0 19823.0 673.0 0.0 0.0 0.0 28124.0 1200.0 0.0 0.0 0.0 11787.0 537.0 0.0 0.0 0.0 12416.0 304.0 0.0 0.0 0.0
18466.0 3763.0 803.0 0.0 0.0 15494.0 2383.0 568.0 0.0 0.0 8018.0 1544.0 419.0 0.0 0.0 2396.0 632.0 143.0 0.0 0.0 3817.0 920.0 175.0 0.0 0.0 2145.0 260.0 16.0 0.0 0.0 2104.0 21.0 0.0 0.0 0.0
2669.0 698.0 367.0 33.0 0.0 1807.0 476.0 263.0 33.0 0.0 1061.0 319.0 209.0 29.0 0.0 364.0 160.0 75.0 5.0 0.0 643.0 176.0 50.0 4.0 0.0 284.0 13.0 0.0 0.0 0.0 162.0 0.0 0.0 0.0 0.0
3768.0 1255.0 729.0 172.0 200.0 2293.0 950.0 670.0 217.0 376.0 1554.0 726.0 473.0 134.0 140.0 577.0 242.0 108.0 18.0 17.0 905.0 169.0 47.0 5.0 0.0 336.0 7.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0
808441.0 0.0 0.0 0.0 0.0 667300.0 0.0 0.0 0.0 0.0 356086.0 0.0 0.0 0.0 0.0 107145.0 0.0 0.0 0.0 0.0 227926.0 0.0 0.0 0.0 0.0 160338.0 0.0 0.0 0.0 0.0 337499.0 0.0 0.0 0.0 0.0
54561.0 1904.0 0.0 0.0 0.0 75623.0 2112.0 0.0 0.0 0.0 60532.0 1625.0 0.0 0.0 0.0 20003.0 634.0 0.0 0.0 0.0 34222.0 998.0 0.0 0.0 0.0 18499.0 565.0 0.0 0.0 0.0 24248.0 1077.0 0.0 0.0 0.0
7952.0 1368.0 211.0 0.0 0.0 8219.0 1566.0 431.0 0.0 0.0 6518.0 1233.0 294.0 0.0 0.0 2179.0 410.0 110.0 0.0 0.0 3680.0 777.0 224.0 0.0 0.0 2208.0 544.0 149.0 0.0 0.0 3842.0 749.0 77.0 0.0 0.0
1109.0 228.0 57.0 4.0 0.0 936.0 341.0 232.0 38.0 0.0 832.0 239.0 119.0 11.0 0.0 238.0 96.0 48.0 10.0 0.0 501.0 146.0 95.0 15.0 0.0 351.0 146.0 60.0 3.0 0.0 579.0 100.0 11.0 0.0 0.0
1423.0 256.0 60.0 4.0 2.0 1562.0 695.0 461.0 137.0 146.0 1085.0 402.0 326.0 104.0 172.0 400.0 164.0 129.0 33.0 60.0 758.0 358.0 224.0 63.0 68.0 572.0 210.0 78.0 10.0 1.0 831.0 77.0 4.0 0.0 0.0
242879.0 0.0 0.0 0.0 0.0 190928.0 0.0 0.0 0.0 0.0 113414.0 0.0 0.0 0.0 0.0 37164.0 0.0 0.0 0.0 0.0 79046.0 0.0 0.0 0.0 0.0 56470.0 0.0 0.0 0.0 0.0 120747.0 0.0 0.0 0.0 0.0
