0.00123457	1.79579e-05
0.00259764	9.67256e-05
0.00206648	0.000250609
0.0021615	0.000658356
0.00469374	0.000660804
0.00237569	2.29087e-05
0.00384685	0.000123891
0.00474529	0.000363333
0.00641464	0.00105072
0.00753596	0.000871024
0.00472946	4.07373e-05
0.00717764	0.000197216
0.0102348	0.000608834
0.0142426	0.00184932
0.0181386	0.00159694
0.00790447	8.25885e-05
0.012285	0.000419479
0.0164558	0.00127203
0.0330881	0.00449001
0.0303838	0.00346374
0.0148695	7.64516e-05
0.0197243	0.000380228
0.0299867	0.00128263
0.0452196	0.00408187
0.0459643	0.00324306
0.0221576	0.000114738
0.0346121	0.00062052
0.045366	0.00200204
0.062587	0.00619665
0.0774152	0.00545409
0.0315313	9.69547e-05
0.0472355	0.000547905
0.0679014	0.00177689
0.0796821	0.00517415
0.0897926	0.00462956
