0.000153217	6.99009e-06
0.000273573	3.65778e-05
0.000419987	9.88225e-05
0.000787167	0.0003102
0.000808243	0.000295194
0.000265258	8.75796e-06
0.000494305	4.46961e-05
0.000794239	0.000137212
0.000931767	0.000372553
0.00141321	0.000360608
0.000497866	1.4541e-05
0.000882341	7.02359e-05
0.00127779	0.0002201
0.0028012	0.000850688
0.00270116	0.000628494
0.000809133	2.76706e-05
0.00151525	0.000157776
0.00313126	0.000604938
0.00587053	0.00198672
0.00540537	0.00159964
0.000926845	2.21547e-05
0.00125477	0.000109316
0.00281162	0.000434771
0.00431031	0.00134934
0.0124739	0.0017679
0.000961883	2.87016e-05
0.00158299	0.000162268
0.0024811	0.000556283
0.00862674	0.00264165
0.011116	0.00237197
0.00138465	2.67597e-05
0.00302196	0.000170836
0.00845308	0.000772395
0.0150945	0.00273046
0.0304721	0.00332748
