0.000153631	6.43004e-06
0.000269725	3.26233e-05
0.000584491	0.000122041
0.000186711	0.000192281
0.000294787	0.000188496
0.000305051	8.05384e-06
0.000426808	4.0528e-05
0.000636418	0.000135339
0.000932697	0.000397547
0.00116273	0.000366226
0.000570063	1.30194e-05
0.000767598	6.51923e-05
0.000972652	0.000212913
0.000858893	0.000513708
0.00329584	0.000752377
0.000922555	2.85796e-05
0.00151909	0.000152148
0.00244157	0.000542537
0.00709479	0.00229087
0.00810595	0.00189225
0.000955486	2.12291e-05
0.00154425	0.000120223
0.00302034	0.000468028
0.00403676	0.00150084
0.00613178	0.00142032
0.000974085	2.70357e-05
0.00165831	0.000161816
0.00235676	0.000550935
0.00307372	0.00160766
0.00610184	0.00191643
0.00117917	2.28678e-05
0.0017714	0.00012704
0.00290411	0.000482257
0.00765755	0.00214636
0.00643459	0.00176163
